user,item,ranks,norm_ranks,test_year
1745,816,469.0,469.0,2009
1745,1195,3332.0,3331.0,2009
1745,2840,312.0,312.0,2009
1745,8464,,,2009
1745,2608,,,2009
1745,13430,1520.0,1518.0,2009
1745,2051,419.0,418.0,2009
1752,58,118.0,118.0,2009
1752,65,8.0,8.0,2009
1752,2086,485.0,483.0,2009
1752,2101,993.0,990.0,2009
1752,6930,2900.0,2896.0,2009
1752,7324,,,2009
1752,8390,,,2009
1752,8589,2543.0,2539.0,2009
1752,10738,1760.0,1756.0,2009
1752,16442,,,2009
1755,16459,,,2009
1755,766,,,2009
1759,496,,,2009
1759,6621,,,2009
1759,514,,,2009
1759,10508,,,2009
1759,1119,454.0,454.0,2009
1760,1974,292.0,292.0,2009
1760,85,260.0,260.0,2009
1760,173,21.0,21.0,2009
1760,198,48.0,47.0,2009
1760,614,94.0,92.0,2009
1760,993,72.0,70.0,2009
1760,5890,769.0,763.0,2009
1762,16524,,,2009
1764,16533,,,2009
1766,699,,,2009
1766,292,12.0,12.0,2009
1769,424,66.0,66.0,2009
1769,292,12.0,12.0,2009
1771,455,70.0,70.0,2009
1771,536,61.0,61.0,2009
1771,360,77.0,75.0,2009
1771,1182,748.0,745.0,2009
1773,89,26.0,26.0,2009
1773,310,50.0,49.0,2009
1773,318,52.0,50.0,2009
1779,407,798.0,798.0,2009
1779,755,889.0,888.0,2009
1779,3456,,,2009
1779,3788,479.0,479.0,2009
1779,16629,,,2009
1779,16634,,,2009
1779,16639,,,2009
1780,693,,,2009
1780,528,,,2009
1780,908,228.0,228.0,2009
1780,3397,,,2009
1781,193,93.0,93.0,2009
1781,511,47.0,47.0,2009
1781,6678,1052.0,1050.0,2009
1781,16647,,,2009
1781,565,670.0,668.0,2009
1782,4611,,,2009
1782,333,628.0,628.0,2009
1782,2521,1547.0,1546.0,2009
1782,5421,2757.0,2755.0,2009
1782,302,1910.0,1908.0,2009
1783,498,7.0,7.0,2009
1783,1412,55.0,54.0,2009
1783,212,65.0,63.0,2009
1783,614,94.0,91.0,2009
1783,1639,89.0,86.0,2009
1788,802,,,2009
1792,1639,89.0,89.0,2009
1792,1426,2331.0,2330.0,2009
1792,7056,628.0,627.0,2009
1792,5660,529.0,528.0,2009
1792,3481,269.0,268.0,2009
1792,3475,682.0,678.0,2009
1792,3470,551.0,548.0,2009
1792,2855,879.0,873.0,2009
1792,2787,549.0,546.0,2009
1792,2786,424.0,422.0,2009
1792,8815,,,2009
1792,176,283.0,281.0,2009
1792,868,85.0,85.0,2009
1792,732,264.0,262.0,2009
1792,728,128.0,126.0,2009
1792,585,2413.0,2399.0,2009
1792,583,542.0,534.0,2009
1792,212,65.0,65.0,2009
1792,1369,78.0,77.0,2009
1792,13123,,,2009
1792,227,3.0,3.0,2009
1792,735,87.0,83.0,2009
1792,5844,2154.0,2136.0,2009
1792,2342,438.0,427.0,2009
1793,1075,172.0,172.0,2009
1794,16701,,,2009
1794,16703,,,2009
1794,493,21.0,21.0,2009
1796,1246,135.0,135.0,2009
1801,2691,390.0,390.0,2009
1806,8027,,,2009
1809,383,564.0,564.0,2009
1809,1874,981.0,980.0,2009
1809,230,75.0,75.0,2009
1809,481,179.0,178.0,2009
1809,1041,,,2009
1809,924,261.0,259.0,2009
1816,16840,,,2009
1816,1553,,,2009
1816,1755,506.0,506.0,2009
1816,1795,898.0,897.0,2009
1816,3670,1803.0,1801.0,2009
1816,4208,,,2009
1816,5441,647.0,646.0,2009
1816,6137,623.0,622.0,2009
1816,6472,,,2009
1816,11484,,,2009
1816,12021,,,2009
1818,429,34.0,34.0,2009
1821,528,,,2009
1830,1145,1140.0,1140.0,2009
1830,207,16.0,16.0,2009
1830,234,73.0,72.0,2009
1830,903,57.0,56.0,2009
1830,932,513.0,510.0,2009
1830,1044,139.0,136.0,2009
1830,2544,302.0,298.0,2009
1832,425,136.0,136.0,2009
1840,5662,3249.0,3249.0,2009
1840,1147,,,2009
1845,51,9.0,9.0,2009
1845,157,64.0,63.0,2009
1845,386,1199.0,1197.0,2009
1845,689,,,2009
1845,724,239.0,237.0,2009
1845,959,49.0,48.0,2009
1845,1518,,,2009
1845,4031,,,2009
1845,17008,,,2009
1846,227,3.0,3.0,2009
1846,2265,514.0,513.0,2009
1846,212,65.0,64.0,2009
1846,461,310.0,308.0,2009
1846,475,119.0,117.0,2009
1846,691,882.0,877.0,2009
1846,679,,,2009
1846,157,64.0,63.0,2009
1848,5210,,,2009
1850,289,305.0,305.0,2009
1850,55,429.0,428.0,2009
1850,3570,709.0,707.0,2009
1850,3288,,,2009
1850,2523,531.0,529.0,2009
1850,2022,104.0,104.0,2009
1850,1464,919.0,914.0,2009
1850,1047,817.0,812.0,2009
1850,1001,110.0,109.0,2009
1850,911,2594.0,2586.0,2009
1850,906,445.0,441.0,2009
1850,886,2572.0,2563.0,2009
1850,679,,,2009
1850,674,3079.0,3068.0,2009
1850,530,1916.0,1907.0,2009
1850,352,,,2009
1850,323,748.0,741.0,2009
1850,296,847.0,838.0,2009
1850,295,586.0,580.0,2009
1850,265,904.0,893.0,2009
1850,89,201.0,199.0,2009
1850,67,620.0,612.0,2009
1850,8718,2056.0,2040.0,2009
1850,17077,,,2009
1852,2044,613.0,613.0,2009
1852,701,126.0,126.0,2009
1852,17083,,,2009
1852,5249,,,2009
1852,1432,,,2009
1853,440,251.0,251.0,2009
1860,841,116.0,116.0,2009
1860,918,53.0,53.0,2009
1860,937,393.0,391.0,2009
1860,947,3290.0,3287.0,2009
1860,1257,,,2009
1860,1522,,,2009
1860,1527,520.0,517.0,2009
1860,5585,3502.0,3497.0,2009
1860,17174,,,2009
1860,17178,,,2009
1860,17179,,,2009
1865,17229,,,2009
1865,17232,,,2009
1865,1704,214.0,214.0,2009
1865,17233,,,2009
1865,7463,,,2009
1865,1099,77.0,77.0,2009
1865,17225,,,2009
1865,17227,,,2009
1868,163,14.0,14.0,2009
1868,706,70.0,69.0,2009
1868,917,20.0,19.0,2009
1869,789,1212.0,1212.0,2009
1869,3503,979.0,979.0,2009
1872,540,54.0,54.0,2009
1874,2921,3012.0,3012.0,2009
1874,1943,446.0,446.0,2009
1874,3132,367.0,367.0,2009
1874,5191,,,2009
1874,10561,,,2009
1874,17294,,,2009
1874,5883,,,2009
1875,154,413.0,413.0,2009
1875,697,341.0,341.0,2009
1875,222,440.0,438.0,2009
1875,3714,,,2009
1875,4205,,,2009
1875,17305,,,2009
1875,65,294.0,294.0,2009
1875,3258,58.0,58.0,2009
1875,423,3489.0,3484.0,2009
1875,615,8.0,8.0,2009
1875,757,740.0,734.0,2009
1875,1983,1420.0,1413.0,2009
1879,3627,,,2009
1879,707,29.0,29.0,2009
1879,614,102.0,101.0,2009
1879,1131,3.0,3.0,2009
1879,440,860.0,857.0,2009
1879,1412,134.0,131.0,2009
1879,3940,2730.0,2725.0,2009
1879,1119,199.0,195.0,2009
1879,233,230.0,225.0,2009
1879,227,239.0,233.0,2009
1879,226,63.0,61.0,2009
1879,220,66.0,63.0,2009
1879,198,50.0,48.0,2009
1879,163,229.0,221.0,2009
1879,230,580.0,569.0,2009
1879,1118,1125.0,1112.0,2009
1879,1980,1181.0,1167.0,2009
1879,154,1453.0,1438.0,2009
1879,3238,82.0,77.0,2009
1879,5423,,,2009
1879,2624,409.0,397.0,2009
1879,1873,115.0,108.0,2009
1879,959,812.0,797.0,2009
1879,1413,567.0,553.0,2009
1879,11760,,,2009
1879,512,349.0,336.0,2009
1879,250,916.0,897.0,2009
1879,238,3330.0,3306.0,2009
1879,188,51.0,48.0,2009
1879,1186,776.0,758.0,2009
1879,17329,,,2009
1879,1622,,,2009
1882,17333,,,2009
1882,17336,,,2009
1882,17338,,,2009
1882,17341,,,2009
1882,17361,,,2009
1882,17371,,,2009
1882,17357,,,2009
1882,2059,2249.0,2249.0,2009
1882,17368,,,2009
1882,17370,,,2009
1883,6155,,,2009
1887,944,694.0,694.0,2009
1887,1119,169.0,169.0,2009
1887,1726,2149.0,2147.0,2009
1887,2003,3449.0,3446.0,2009
1887,2006,232.0,231.0,2009
1887,4613,,,2009
1887,7902,1610.0,1607.0,2009
1887,8695,,,2009
1887,13935,2625.0,2620.0,2009
1887,14391,,,2009
1887,17401,,,2009
1887,7802,,,2009
1887,17405,,,2009
1889,163,14.0,14.0,2009
1889,6362,,,2009
1889,5172,2034.0,2033.0,2009
1889,4784,545.0,544.0,2009
1889,4675,290.0,289.0,2009
1889,4251,873.0,870.0,2009
1889,4180,1298.0,1294.0,2009
1889,3888,,,2009
1889,3774,541.0,539.0,2009
1889,3481,269.0,268.0,2009
1889,2787,549.0,544.0,2009
1889,2343,163.0,162.0,2009
1889,2265,514.0,510.0,2009
1889,1413,180.0,178.0,2009
1889,1412,55.0,54.0,2009
1889,1372,198.0,194.0,2009
1889,607,463.0,456.0,2009
1889,599,24.0,23.0,2009
1889,562,199.0,193.0,2009
1889,227,3.0,3.0,2009
1889,8794,,,2009
1889,16138,,,2009
1894,291,1.0,1.0,2009
1894,317,,,2009
1898,302,167.0,167.0,2009
1898,544,,,2009
1898,909,1398.0,1397.0,2009
1898,9567,,,2009
1898,674,797.0,796.0,2009
1900,159,42.0,42.0,2009
1903,97,321.0,321.0,2009
1905,17507,,,2009
1907,17508,,,2009
1907,17519,,,2009
1907,15083,,,2009
1907,6585,,,2009
1907,17529,,,2009
1907,2673,261.0,261.0,2009
1907,17523,,,2009
1907,17520,,,2009
1907,1156,78.0,78.0,2009
1907,17513,,,2009
1907,17524,,,2009
1907,748,21.0,21.0,2009
1907,17525,,,2009
1907,17527,,,2009
1907,17510,,,2009
1907,1832,,,2009
1909,3739,1787.0,1787.0,2009
1911,227,506.0,506.0,2009
1911,8707,3113.0,3112.0,2009
1911,17536,,,2009
1911,5544,,,2009
1911,863,265.0,265.0,2009
1911,1510,105.0,105.0,2009
1911,3057,91.0,91.0,2009
1911,8710,402.0,399.0,2009
1911,17535,,,2009
1911,17538,,,2009
1911,17539,,,2009
1911,526,,,2009
1914,250,339.0,339.0,2009
1914,9825,1460.0,1459.0,2009
1914,197,490.0,489.0,2009
1914,8837,2386.0,2383.0,2009
1914,9824,,,2009
1914,10847,,,2009
1914,11124,,,2009
1914,11667,,,2009
1914,13621,,,2009
1914,15027,,,2009
1914,17562,,,2009
1914,17563,,,2009
1914,17564,,,2009
1914,17565,,,2009
1914,17566,,,2009
1914,17567,,,2009
1914,17568,,,2009
1914,8111,1151.0,1149.0,2009
1914,7266,,,2009
1914,17570,,,2009
1914,4073,3556.0,3551.0,2009
1914,227,3.0,3.0,2009
1914,511,47.0,46.0,2009
1914,562,199.0,197.0,2009
1914,715,96.0,94.0,2009
1914,728,128.0,125.0,2009
1914,734,300.0,295.0,2009
1914,1239,226.0,221.0,2009
1914,1425,1144.0,1135.0,2009
1914,1639,89.0,87.0,2009
1914,2629,725.0,715.0,2009
1914,2633,2240.0,2226.0,2009
1914,2842,589.0,579.0,2009
1914,2864,2854.0,2837.0,2009
1914,2871,,,2009
1914,2894,562.0,552.0,2009
1914,17569,,,2009
1914,4196,,,2009
1919,969,15.0,15.0,2009
1920,9343,,,2009
1925,486,42.0,42.0,2009
1925,758,886.0,885.0,2009
1925,1185,382.0,381.0,2009
1925,1868,,,2009
1925,6414,,,2009
1930,390,688.0,688.0,2009
1930,8396,,,2009
1930,15290,,,2009
1930,17653,,,2009
1930,17659,,,2009
1930,17665,,,2009
1930,17667,,,2009
1930,12801,,,2009
1930,17655,,,2009
1930,6994,,,2009
1930,8397,,,2009
1930,17662,,,2009
1930,17663,,,2009
1930,17668,,,2009
1930,17671,,,2009
1935,779,59.0,59.0,2009
1935,2959,,,2009
1936,439,114.0,114.0,2009
1936,3747,679.0,678.0,2009
1936,227,3.0,3.0,2009
1941,1672,539.0,539.0,2009
1941,3370,,,2009
1941,6534,,,2009
1941,17786,,,2009
1941,1502,859.0,858.0,2009
1944,2379,114.0,114.0,2009
1947,748,77.0,77.0,2009
1947,88,494.0,493.0,2009
1947,210,102.0,101.0,2009
1947,488,214.0,212.0,2009
1947,969,227.0,224.0,2009
1947,1075,271.0,267.0,2009
1947,1104,58.0,58.0,2009
1947,1131,86.0,84.0,2009
1947,1239,226.0,221.0,2009
1947,3109,820.0,811.0,2009
1947,1376,,,2009
1947,703,,,2009
1947,1118,210.0,206.0,2009
1951,5305,,,2009
1951,17851,,,2009
1951,298,217.0,217.0,2009
1951,4184,3421.0,3420.0,2009
1951,4802,,,2009
1951,6773,363.0,362.0,2009
1951,10955,,,2009
1951,4199,3134.0,3132.0,2009
1951,17849,,,2009
1955,210,102.0,102.0,2009
1961,17899,,,2009
1961,307,2497.0,2497.0,2009
1961,686,,,2009
1962,2271,1500.0,1500.0,2009
1963,296,193.0,193.0,2009
1963,349,38.0,38.0,2009
1963,344,285.0,283.0,2009
1963,323,1008.0,1005.0,2009
1963,302,167.0,166.0,2009
1963,298,149.0,148.0,2009
1963,1459,257.0,253.0,2009
1963,1694,754.0,748.0,2009
1963,294,127.0,126.0,2009
1963,292,12.0,12.0,2009
1963,291,22.0,21.0,2009
1963,289,1.0,1.0,2009
1963,288,13.0,11.0,2009
1963,265,164.0,157.0,2009
1963,295,17.0,14.0,2009
1963,892,,,2009
1963,1121,1137.0,1122.0,2009
1963,67,4.0,3.0,2009
1964,424,26.0,26.0,2009
1964,1090,23.0,23.0,2009
1965,239,884.0,884.0,2009
1965,349,19.0,19.0,2009
1965,601,446.0,445.0,2009
1965,17915,,,2009
1965,707,1667.0,1664.0,2009
1965,257,22.0,21.0,2009
1965,686,,,2009
1965,262,163.0,161.0,2009
1968,614,14.0,14.0,2009
1968,856,16.0,15.0,2009
1968,922,433.0,431.0,2009
1969,475,119.0,119.0,2009
1969,1959,,,2009
1969,10552,,,2009
1969,11758,,,2009
1969,17926,,,2009
1969,17929,,,2009
1969,249,,,2009
1969,267,610.0,609.0,2009
1969,1636,605.0,604.0,2009
1969,1640,3065.0,3062.0,2009
1969,2906,937.0,934.0,2009
1972,964,259.0,259.0,2009
1972,17955,,,2009
1972,12868,,,2009
1973,291,16.0,16.0,2009
1973,299,67.0,66.0,2009
1973,1001,62.0,61.0,2009
1973,67,1.0,1.0,2009
1973,641,194.0,190.0,2009
1974,1406,163.0,163.0,2009
1974,88,517.0,516.0,2009
1974,396,344.0,343.0,2009
1974,1044,73.0,73.0,2009
1974,2459,1858.0,1854.0,2009
1975,1969,14.0,14.0,2009
1975,1967,,,2009
1975,3520,27.0,26.0,2009
1975,17972,,,2009
1975,17973,,,2009
1975,10002,,,2009
1975,17970,,,2009
1976,17986,,,2009
1976,17979,,,2009
1981,7122,,,2009
1982,16595,,,2009
1982,14560,,,2009
1982,5604,,,2009
1983,701,126.0,126.0,2009
1986,1358,1776.0,1776.0,2009
1986,932,277.0,277.0,2009
1988,790,3087.0,3087.0,2009
1988,802,,,2009
1989,18037,,,2009
1989,18048,,,2009
1989,18052,,,2009
1989,18056,,,2009
1989,6250,3287.0,3287.0,2009
1989,18032,,,2009
1989,18041,,,2009
1989,15675,,,2009
1989,18029,,,2009
1990,2915,1691.0,1691.0,2009
1990,1967,,,2009
1990,1952,492.0,492.0,2009
1990,1959,,,2009
1993,425,136.0,136.0,2009
1993,18085,,,2009
1993,18082,,,2009
1993,18081,,,2009
1993,18080,,,2009
1993,17898,,,2009
1993,17744,,,2009
1993,15345,,,2009
1993,14221,,,2009
1993,18087,,,2009
1993,12548,,,2009
1993,8965,,,2009
1993,8676,,,2009
1993,3057,71.0,71.0,2009
1993,2407,471.0,469.0,2009
1993,2264,,,2009
1993,1632,702.0,699.0,2009
1993,898,381.0,379.0,2009
1993,446,,,2009
1993,9319,,,2009
1993,18088,,,2009
2000,1444,311.0,311.0,2009
2000,2919,486.0,485.0,2009
2000,545,,,2009
2000,18127,,,2009
2000,644,,,2009
2003,1745,164.0,164.0,2009
2003,12330,,,2009
2003,1376,,,2009
2006,18195,,,2009
2006,18194,,,2009
2007,383,954.0,954.0,2009
2007,3445,,,2009
2009,163,14.0,14.0,2009
2009,227,3.0,3.0,2009
2009,440,251.0,249.0,2009
2009,857,196.0,194.0,2009
2009,1424,266.0,262.0,2009
2009,1609,2615.0,2610.0,2009
2009,2632,404.0,399.0,2009
2015,2381,3474.0,3474.0,2009
2016,18250,,,2009
2016,58,151.0,151.0,2009
2016,18249,,,2009
2016,18248,,,2009
2016,18245,,,2009
2016,18244,,,2009
2016,18242,,,2009
2016,18241,,,2009
2016,18238,,,2009
2016,18237,,,2009
2016,18236,,,2009
2016,18233,,,2009
2016,16324,,,2009
2016,15671,,,2009
2016,15058,,,2009
2016,7810,,,2009
2016,4401,,,2009
2016,4316,47.0,47.0,2009
2016,2711,1408.0,1406.0,2009
2016,18251,,,2009
2016,18254,,,2009
2016,18229,,,2009
2017,9766,1283.0,1283.0,2009
2019,4177,39.0,39.0,2009
2019,1383,180.0,179.0,2009
2019,8244,485.0,483.0,2009
2019,9195,,,2009
2019,8729,,,2009
2019,18268,,,2009
2019,4487,,,2009
2019,1768,320.0,318.0,2009
2019,65,269.0,267.0,2009
2019,1243,366.0,362.0,2009
2019,333,290.0,287.0,2009
2019,1553,,,2009
2019,14185,,,2009
2019,9724,,,2009
2019,991,2917.0,2910.0,2009
2019,8724,,,2009
2019,18265,,,2009
2019,542,209.0,207.0,2009
2019,18264,,,2009
2019,18269,,,2009
2019,228,680.0,672.0,2009
2019,8592,1389.0,1380.0,2009
2019,12957,,,2009
2019,8047,,,2009
2020,198,48.0,48.0,2009
2020,295,17.0,17.0,2009
2020,2351,,,2009
2021,55,28.0,28.0,2009
2021,681,828.0,827.0,2009
2021,289,1.0,1.0,2009
2021,290,1227.0,1224.0,2009
2021,292,12.0,11.0,2009
2021,523,115.0,112.0,2009
2021,325,171.0,167.0,2009
2021,461,310.0,305.0,2009
2021,18270,,,2009
2021,691,882.0,875.0,2009
2021,528,,,2009
2021,296,193.0,188.0,2009
2021,686,,,2009
2021,915,,,2009
2021,2020,,,2009
2021,89,26.0,24.0,2009
2021,907,324.0,316.0,2009
2021,1450,,,2009
2021,386,1199.0,1188.0,2009
2021,466,,,2009
2022,191,584.0,584.0,2009
2022,333,11.0,11.0,2009
2022,377,44.0,43.0,2009
2022,486,42.0,41.0,2009
2022,726,450.0,447.0,2009
2022,1470,187.0,184.0,2009
2022,2080,388.0,384.0,2009
2022,6006,1158.0,1151.0,2009
2024,1001,69.0,69.0,2009
2024,1151,493.0,492.0,2009
2024,4116,,,2009
2025,864,2655.0,2655.0,2009
2025,1131,442.0,442.0,2009
2027,471,30.0,30.0,2009
2027,293,32.0,31.0,2009
2027,1047,17.0,17.0,2009
2027,6600,110.0,107.0,2009
2027,4773,,,2009
2027,324,269.0,265.0,2009
2027,1043,161.0,157.0,2009
2029,18320,,,2009
2030,18333,,,2009
2030,18328,,,2009
2030,632,424.0,424.0,2009
2030,10613,3090.0,3089.0,2009
2030,18329,,,2009
2030,1790,49.0,49.0,2009
2030,14245,,,2009
2030,7456,,,2009
2030,73,,,2009
2030,6756,4.0,4.0,2009
2030,18332,,,2009
2030,11020,,,2009
2030,17981,,,2009
2030,18330,,,2009
2030,71,829.0,826.0,2009
2030,697,1412.0,1408.0,2009
2030,1747,202.0,200.0,2009
2030,4232,,,2009
2030,4931,,,2009
2030,1736,161.0,159.0,2009
2030,13503,,,2009
2030,18327,,,2009
2030,18331,,,2009
2030,444,290.0,286.0,2009
2031,3397,,,2009
2037,67,4.0,4.0,2009
2037,1601,586.0,585.0,2009
2037,257,27.0,26.0,2009
2039,715,35.0,35.0,2009
2039,171,1243.0,1242.0,2009
2040,344,285.0,285.0,2009
2041,511,291.0,291.0,2009
2042,533,46.0,46.0,2009
2042,930,41.0,41.0,2009
2042,6249,1176.0,1174.0,2009
2042,614,94.0,92.0,2009
2042,707,19.0,19.0,2009
2042,2346,347.0,343.0,2009
2046,190,360.0,360.0,2009
2046,233,115.0,115.0,2009
2052,18434,,,2009
2053,2963,358.0,358.0,2009
2055,16,1016.0,1016.0,2009
2055,18444,1315.0,1314.0,2009
2055,18442,,,2009
2055,16206,,,2009
2055,9144,,,2009
2055,5079,364.0,364.0,2009
2055,18447,,,2009
2055,1000,735.0,734.0,2009
2055,1083,148.0,148.0,2009
2055,504,170.0,169.0,2009
2055,487,436.0,433.0,2009
2055,463,1769.0,1762.0,2009
2055,18,2851.0,2843.0,2009
2055,875,265.0,263.0,2009
2055,18448,,,2009
2055,51,9.0,9.0,2009
2055,3454,,,2009
2055,1001,69.0,68.0,2009
2055,5670,1101.0,1092.0,2009
2055,1914,984.0,976.0,2009
2055,300,39.0,38.0,2009
2055,1810,188.0,183.0,2009
2055,407,798.0,788.0,2009
2061,161,430.0,430.0,2009
2061,326,77.0,77.0,2009
2061,6429,,,2009
2061,257,12.0,12.0,2009
2061,295,11.0,11.0,2009
2061,314,30.0,28.0,2009
2061,317,,,2009
2061,349,5.0,5.0,2009
2061,386,51.0,47.0,2009
2066,1249,338.0,338.0,2009
2066,1704,353.0,352.0,2009
2066,4156,,,2009
2066,5610,,,2009
2066,9637,,,2009
2066,18518,,,2009
2067,1541,480.0,480.0,2009
2067,4170,,,2009
2067,8462,,,2009
2067,15054,,,2009
2067,18545,,,2009
2067,18542,,,2009
2068,676,,,2009
2069,316,388.0,388.0,2009
2069,6298,125.0,125.0,2009
2069,378,110.0,110.0,2009
2069,190,39.0,39.0,2009
2069,97,384.0,381.0,2009
2071,67,4.0,4.0,2009
2071,11219,,,2009
2071,11084,1091.0,1090.0,2009
2071,4697,,,2009
2071,2396,,,2009
2071,18556,,,2009
2071,913,218.0,217.0,2009
2071,788,3012.0,3009.0,2009
2071,525,90.0,89.0,2009
2071,18557,,,2009
2071,310,50.0,49.0,2009
2071,161,3381.0,3375.0,2009
2071,294,127.0,124.0,2009
2071,295,17.0,16.0,2009
2071,329,137.0,132.0,2009
2071,320,191.0,185.0,2009
2071,289,1.0,1.0,2009
2071,7846,,,2009
2071,5249,,,2009
2071,3503,979.0,970.0,2009
2071,3498,3516.0,3503.0,2009
2071,2064,,,2009
2071,301,176.0,169.0,2009
2071,2395,,,2009
2071,2023,1854.0,1842.0,2009
2071,1475,3499.0,3484.0,2009
2071,1430,,,2009
2071,2391,1318.0,1306.0,2009
2071,13743,,,2009
2076,542,246.0,246.0,2009
2076,1763,3541.0,3540.0,2009
2078,13351,2711.0,2711.0,2009
2081,234,73.0,73.0,2009
2081,430,368.0,367.0,2009
2081,733,439.0,437.0,2009
2081,1412,55.0,55.0,2009
2081,1424,266.0,264.0,2009
2081,2614,528.0,523.0,2009
2081,4064,2884.0,2878.0,2009
2083,18599,,,2009
2085,18615,,,2009
2088,89,26.0,26.0,2009
2090,18632,,,2009
2090,1231,3255.0,3255.0,2009
2090,1534,796.0,796.0,2009
2094,89,26.0,26.0,2009
2094,18659,,,2009
2094,14043,,,2009
2094,12686,,,2009
2094,5651,,,2009
2094,5266,1067.0,1066.0,2009
2094,5032,2442.0,2440.0,2009
2094,3584,,,2009
2094,2439,1361.0,1359.0,2009
2094,2436,,,2009
2094,1462,,,2009
2094,1459,257.0,256.0,2009
2094,1447,1938.0,1934.0,2009
2094,464,2196.0,2191.0,2009
2094,461,310.0,308.0,2009
2094,364,3036.0,3028.0,2009
2094,356,627.0,624.0,2009
2094,344,285.0,283.0,2009
2094,300,39.0,38.0,2009
2094,291,22.0,22.0,2009
2094,18661,,,2009
2094,18663,,,2009
2095,18682,,,2009
2096,755,889.0,889.0,2009
2096,1075,271.0,271.0,2009
2096,203,104.0,104.0,2009
2096,234,73.0,73.0,2009
2096,436,63.0,63.0,2009
2096,859,157.0,154.0,2009
2096,2346,347.0,342.0,2009
2096,3109,820.0,814.0,2009
2096,197,490.0,484.0,2009
2096,237,448.0,442.0,2009
2096,3739,2539.0,2529.0,2009
2096,867,938.0,928.0,2009
2099,18710,,,2009
2099,7060,41.0,41.0,2009
2099,18707,,,2009
2099,407,505.0,504.0,2009
2099,18714,,,2009
2099,3352,,,2009
2099,6004,114.0,113.0,2009
2099,17956,,,2009
2099,5191,,,2009
2099,18706,,,2009
2099,18716,,,2009
2099,18713,,,2009
2099,6046,,,2009
2099,17294,,,2009
2099,13816,,,2009
2099,8232,,,2009
2099,18715,,,2009
2099,6336,,,2009
2099,18712,,,2009
2100,1111,,,2009
2100,8322,,,2009
2100,13978,,,2009
2100,6658,,,2009
3,101,,,2010
3,128,,,2010
3,130,,,2010
3,134,,,2010
3,106,,,2010
5,200,1381.0,1381.0,2010
5,216,,,2010
5,197,495.0,495.0,2010
6,243,,,2010
6,244,,,2010
9,373,,,2010
9,410,,,2010
12,72,2.0,2.0,2010
12,499,314.0,313.0,2010
12,500,110.0,109.0,2010
12,501,281.0,279.0,2010
12,502,,,2010
12,505,,,2010
12,506,156.0,154.0,2010
12,507,551.0,546.0,2010
12,508,,,2010
12,509,1705.0,1699.0,2010
12,510,864.0,858.0,2010
12,511,52.0,51.0,2010
12,512,113.0,110.0,2010
12,513,,,2010
12,514,3323.0,3313.0,2010
12,515,536.0,529.0,2010
12,516,1300.0,1290.0,2010
12,518,87.0,85.0,2010
12,519,1156.0,1145.0,2010
12,520,,,2010
12,498,7.0,6.0,2010
12,496,3695.0,3679.0,2010
12,497,329.0,320.0,2010
12,494,2618.0,2602.0,2010
12,189,671.0,659.0,2010
12,230,60.0,57.0,2010
12,288,14.0,12.0,2010
12,344,83.0,78.0,2010
12,377,28.0,25.0,2010
12,405,648.0,632.0,2010
12,495,,,2010
12,466,297.0,285.0,2010
12,486,34.0,30.0,2010
12,407,360.0,344.0,2010
12,488,166.0,154.0,2010
12,489,636.0,616.0,2010
12,490,831.0,808.0,2010
12,491,1077.0,1052.0,2010
12,492,398.0,380.0,2010
12,493,175.0,162.0,2010
12,487,420.0,400.0,2010
12,522,1643.0,1612.0,2010
12,503,103.0,94.0,2010
12,378,27.0,24.0,2010
12,521,,,2010
12,517,61.0,53.0,2010
12,504,130.0,116.0,2010
12,300,35.0,29.0,2010
12,191,259.0,240.0,2010
12,333,9.0,7.0,2010
16,346,,,2010
16,668,,,2010
16,657,,,2010
16,647,,,2010
16,644,607.0,607.0,2010
16,678,,,2010
16,636,,,2010
16,643,,,2010
16,645,,,2010
16,677,,,2010
16,650,,,2010
16,655,,,2010
16,656,,,2010
16,667,,,2010
16,635,,,2010
16,648,,,2010
16,640,,,2010
20,752,3507.0,3507.0,2010
21,796,,,2010
23,72,5.0,5.0,2010
25,352,721.0,721.0,2010
25,292,19.0,19.0,2010
27,976,,,2010
27,961,216.0,216.0,2010
31,1067,,,2010
32,441,40.0,40.0,2010
32,1093,1427.0,1426.0,2010
32,1094,1573.0,1571.0,2010
32,1095,,,2010
32,1103,2805.0,2802.0,2010
33,1109,95.0,95.0,2010
38,65,11.0,11.0,2010
38,229,13.0,12.0,2010
38,982,92.0,90.0,2010
38,182,44.0,42.0,2010
40,1316,,,2010
41,954,333.0,333.0,2010
41,1261,929.0,928.0,2010
41,1341,,,2010
41,1365,,,2010
41,1373,,,2010
41,1362,,,2010
41,1347,,,2010
43,1398,1515.0,1515.0,2010
43,1405,2713.0,2712.0,2010
43,80,508.0,508.0,2010
43,1409,367.0,367.0,2010
43,227,3.0,3.0,2010
43,475,86.0,85.0,2010
43,377,28.0,27.0,2010
43,1410,1233.0,1228.0,2010
43,757,220.0,217.0,2010
43,1396,504.0,499.0,2010
43,65,11.0,10.0,2010
43,154,8.0,7.0,2010
43,1408,3891.0,3879.0,2010
43,207,15.0,12.0,2010
43,1395,,,2010
43,1404,,,2010
43,64,88.0,82.0,2010
43,88,308.0,300.0,2010
45,1428,,,2010
45,288,14.0,14.0,2010
45,802,751.0,750.0,2010
46,352,958.0,958.0,2010
